Variation ID	Chromosome	GAD ID	Association	Associated SNPs	Phenotype	Disease Class	Gene	Reference	PubMed	p-Value	Population	Entrez Gene
rs919197	chr20	139586	N		hypertension; obesity	CARDIOVASCULAR	GNAS	Potoczna, N.  et al. 2004	15531240			2778
rs919197	chr20	139587	Y		bladder cancer	CANCER	GNAS	Frey, U. H.  et al. 2005	15824158			2778
rs919197	chr20	139588			colorectal cancer	CANCER	GNAS	Frey, U. H.  et al. 2005	16033819			2778
rs919197	chr20	139589			hypertension	CARDIOVASCULAR	GNAS	Abe, M.  et al. 2002	12215464			2778
rs919197	chr20	139590			Albright hereditary osteodystrophy; pseudohypoparathyroidism	UNKNOWN	GNAS	De Sanctis, L.  et al. 2003	12621129			2778
rs919197	chr20	139591	Y		hypertension	CARDIOVASCULAR	GNAS	Chen, Y.  et al. 2003	12862199			2778
rs919197	chr20	139592			brain hemorrhage; cerebrovascular disease; thrombosis, deep vein	CARDIOVASCULAR	GNAS	Gonzalez-Conejero, R.  et al. 2004	15147378			2778
rs919197	chr20	139593	N		diabetes, type 2; hypertension; glucose tolerance	UNKNOWN	GNAS	Yamamoto, M.  et al. 2004	15894831			2778
rs919197	chr20	139594			blood pressure, arterial; heart rate	CARDIOVASCULAR	GNAS	Nieminen, T.  et al. 2005	16210433		Finnish	2778
rs919197	chr20	139595			timolol pharmacokinetics	UNKNOWN	GNAS		16315032			2778
rs919197	chr20	139596			asthma	IMMUNE	GNAS	Dewar, J. C.  et al. 2003	12724032			2778
rs919197	chr20	148048	Y		schizophrenia	PSYCH	GNAS		16406317		Italian	2778
rs919197	chr20	148049	Y		kidney cancer	CANCER	GNAS	Frey, U. H.  et al. 2006	16467086			2778
rs919197	chr20	148050	Y		leukemia	CANCER	GNAS	Frey, U. H.  et al. 2006	17020971			2778
rs919197	chr20	148051	N		insulin obesity polycystic ovary syndrome	METABOLIC	GNAS	Hahn, S.  et al. 2006	17062894		Caucasian;German	2778
rs919197	chr20	148052	Y		breast cancer	CANCER	GNAS	Otterbach, F.  et al. 2006	17186357			2778
rs919197	chr20	148053	Y		liver cancer	CANCER	GNAS	Schmitz, K. J.  et al. 2007	17356712			2778
rs919197	chr20	148054	Y		migraine migraine with aura	NEUROLOGICAL	GNAS	Oterino, A.  et al. 2007	17388805			2778
rs919197	chr20	577764			gastric cancer	CANCER	GNAS	Hakan Alakus  , et al.  World journal of gastroenterology   2009 15(48):6061-7	20027678			2778
rs919197	chr20	577765				UNKNOWN	GNAS	Chunbo Liu  , et al.  European archives of oto-rhino-laryngology   2010 267(2):281-7	19826830			2778
rs919197	chr20	577766			Thyroid Nodule	METABOLIC	GNAS	Eijun Nishihara  , et al.  Endocrine journal  2009 56(6):791-8	19550078		JAPAN	2778
rs919197	chr20	577767				UNKNOWN	GNAS	Yan-Mei Mao  , et al.  Journal of clinical pharmacology  2009 49(8):929-36	19542315		CHINA	2778
rs919197	chr20	577768			Adenoma|Adrenal Cortex Neoplasms|Cushing Syndrome	CANCER	GNAS	Eirini I Bimpaki  , et al.  European journal of endocrinology  2009 161(1):153-61	19429701			2778
rs919197	chr20	577769			Pancreatic Neoplasms	CANCER	GNAS	Amanda Blackford  , et al.  Cancer research  2009 69(8):3681-8	19351817			2778
rs919197	chr20	577770			Fibrosarcoma|Myxoma|Soft Tissue Neoplasms	CANCER	GNAS	David Delaney  , et al.  Modern pathology   2009 22(5):718-24	19287459			2778
rs919197	chr20	577771	Y		esophageal cancer 	CANCER	GNAS	H Alakus  , et al.  The pharmacogenomics journal  2009 9(3):202-7	19274060			2778
rs919197	chr20	577772			Autonomic Nervous System Diseases|Syncope, Vasovagal	UNKNOWN	GNAS	Malgorzata Lelonek  , et al.  Autonomic neuroscience   2009 147(1-2):97-100	19243996			2778
rs919197	chr20	577773			Neoplasm Recurrence, Local|Prostatic Neoplasms	CANCER	GNAS	Hiroshi Hirata  , et al.  The Journal of urology  2009 181(4):1907-12	19237173			2778
rs919197	chr20	577774	N		prostate cancer	CANCER	GNAS	Masatoshi Watanabe  , et al.  Anticancer research  2009 28(6A):3711-6	19189654			2778
rs919197	chr20	577775			Adenoma, Acidophil|Adenoma, Chromophobe|Pituitary Neoplasms	CANCER	GNAS	R M Ruggeri  , et al.  Journal of endocrinological investigation  2008 31(11):946-9	19169048			2778
rs919197	chr20	577776				UNKNOWN	GNAS	Ulrich H Frey  , et al.  European heart journal  2009 30(11):1402-10	19136681			2778
rs919197	chr20	577777			Carcinoma, Squamous Cell|Laryngeal Neoplasms	CANCER	GNAS	Goetz F Lehnerdt  , et al.  The Laryngoscope  2008 118(12):2172-6	19029852			2778
rs919197	chr20	577778			Malaria	INFECTION	GNAS	Sarah Auburn  , et al.  Human genetics  2008 124(5):499-506	18951142		AFRICA	2778
rs919197	chr20	577779			Prosthesis Failure	UNKNOWN	GNAS	Hagen S Bachmann  , et al.  Journal of orthopaedic research   2008 26(12):1562-8	18634020			2778
rs919197	chr20	577780			Bone Neoplasms|Fibrous Dysplasia, Polyostotic|Ossification, Heterotopic|Osteoma|Pseudohypoparathyroidism|Skin Neoplasms|Syndrome	CANCER	GNAS	N S Adegbite  , et al.  American journal of medical genetics  2008 146A(14):1788-96	18553568			2778
rs919197	chr20	577781			Syncope, Vasovagal	CARDIOVASCULAR	GNAS	Malgorzata Lelonek  , et al.  Circulation journal   2008 72(4):558-62	18362425			2778
rs919197	chr20	577782			Carcinoma, Squamous Cell|Hypopharyngeal Neoplasms|Oropharyngeal Neoplasms|Recurrence	CANCER	GNAS	Goetz F Lehnerdt  , et al.  Clinical cancer research   2008 14(6):1753-8	18347176			2778
rs7264923	chr20	741782	Y	rs2326679	Menopause	REPRODUCTION	LRRN4	Lisette Stolk et al. Nature genetics 2009	19448619	0.00		164312
rs7264923	chr20	724881	Y	rs17322289	Neuroblastoma	CANCER	STK4		0	0.00		6789
rs7264923	chr20	702774	N		Chronic renal failure|Kidney Failure, Chronic	RENAL	LOC729296	Israni A  et al.  2010	21085059			
rs2823543	chr21	729823	Y	rs1750231	Uric Acid	RENAL	MLL3	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		58508
rs2823543	chr21	735474	Y	rs1750231	Triglycerides	METABOLIC	MLL3	Sekar Kathiresan et al. BMC medical genetics 2007	17903299	0.00		58508
rs2823543	chr21	744522	Y	rs240444	Mental Disorders	PSYCH	MLL3	Ke-Sheng Wang et al. Schizophrenia research 2010	20889312	0.00		58508
rs240462	chr21	729823	Y	rs1750231	Uric Acid	RENAL	MLL3	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		58508
rs240462	chr21	735474	Y	rs1750231	Triglycerides	METABOLIC	MLL3	Sekar Kathiresan et al. BMC medical genetics 2007	17903299	0.00		58508
rs240462	chr21	744522	Y	rs240444	Mental Disorders	PSYCH	MLL3	Ke-Sheng Wang et al. Schizophrenia research 2010	20889312	0.00		58508
rs240462	chr21	672953	N		Type 2 Diabetes| edema | rosiglitazone	PHARMACOGENOMIC	C21ORF34	Bailey SD  et al.  2010	20628086			388815
rs240462	chr21	672954			Tobacco Use Disorder	CHEMDEPENDENCY	C21ORF34	Rose J  et al.  2010	20379614			388815
rs240462	chr21	738186	Y	rs7281501	Exercise Test	CARDIOVASCULAR	C21orf34	Ramachandran S Vasan et al. BMC medical genetics 2007	17903301	0.00		388815
rs240462	chr21	730348	Y	rs239410	Interleukin-6	IMMUNE	C21orf34	Emelia J Benjamin et al. BMC medical genetics 2007	17903293	0.00		388815
rs240462	chr21	739308	Y	rs239410	Electrocardiography	CARDIOVASCULAR	C21orf34	Christopher Newton-Cheh et al. BMC medical genetics 2007	17903306	0.00		388815
rs2824545	chr21	729823	Y	rs1750231	Uric Acid	RENAL	MLL3	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		58508
rs2824545	chr21	735474	Y	rs1750231	Triglycerides	METABOLIC	MLL3	Sekar Kathiresan et al. BMC medical genetics 2007	17903299	0.00		58508
rs2824545	chr21	744522	Y	rs240444	Mental Disorders	PSYCH	MLL3	Ke-Sheng Wang et al. Schizophrenia research 2010	20889312	0.00		58508
rs2128345	chr21	729823	Y	rs1750231	Uric Acid	RENAL	MLL3	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		58508
rs2128345	chr21	735474	Y	rs1750231	Triglycerides	METABOLIC	MLL3	Sekar Kathiresan et al. BMC medical genetics 2007	17903299	0.00		58508
rs2128345	chr21	744522	Y	rs240444	Mental Disorders	PSYCH	MLL3	Ke-Sheng Wang et al. Schizophrenia research 2010	20889312	0.00		58508
rs465353	chr21	740091	Y	rs12483298	Amyotrophic Lateral Sclerosis	NEUROLOGICAL	NCAM2	Simon Cronin et al. Human molecular genetics 2008	18057069	0.00		4685
rs465353	chr21	711870	Y	rs4605456	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs465353	chr21	711777	Y	rs8127865	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs465353	chr21	711825	Y	rs2218433	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs465353	chr21	711877	Y	rs7279496	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs465353	chr21	711841	Y	rs8126935	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs465353	chr21	745739	Y	rs11088859	Obesity	METABOLIC	NCAM2	Kai Wang et al. PloS one 2011	21552555	0.00		4685
rs465353	chr21	723574	Y	rs2826803	Macular Degeneration	VISION	NCAM2		0	0.00		4685
rs465353	chr21	735076	Y	rs2826851	Lipids	METABOLIC	NCAM2	Sekar Kathiresan et al. BMC medical genetics 2007	17903299	0.00		4685
rs465353	chr21	735678	Y	rs2826851	Triglycerides	METABOLIC	NCAM2	Sekar Kathiresan et al. BMC medical genetics 2007	17903299	0.00		4685
rs465353	chr21	721007	Y	rs233783	Hypertrophy, Left Ventricular	CARDIOVASCULAR	NCAM2		0	0.00		4685
rs465353	chr21	744296	Y	rs2826891	Longevity	AGING	NCAM2	Anatoliy I Yashin et al. Aging 2010	20834067	0.00		4685
rs465353	chr21	718439	Y	rs1785683	Erythrocyte Count	HEMATOLOGICAL	NCAM2		0	0.00		4685
rs465353	chr21	721038	Y	rs2223148	Hypertrophy, Left Ventricular	CARDIOVASCULAR	NCAM2		0	0.00		4685
rs465353	chr21	721036	Y	rs2826940	Hypertrophy, Left Ventricular	CARDIOVASCULAR	NCAM2		0	0.00		4685
rs465353	chr21	721072	Y	rs2826942	Hypertrophy, Left Ventricular	CARDIOVASCULAR	NCAM2		0	0.00		4685
rs465353	chr21	719188	Y	rs2827269	Glucose	METABOLIC	NCAM2		0	0.00		4685
rs465353	chr21	720766	Y	rs2212382	Hemoglobins	HEMATOLOGICAL	NCAM2		0	0.00		4685
rs465353	chr21	745669	Y	rs2827312	Alcoholism	CHEMDEPENDENCY	NCAM2	Andrew C Heath et al. Biological psychiatry 2011	21529783	0.00		4685
rs465353	chr21	727174	Y	rs2827338	Triglycerides	METABOLIC	NCAM2		0	0.00		4685
rs465353	chr21	723818	Y	rs1007436	Metabolism	METABOLIC	NCAM2		0	0.00		4685
rs465353	chr21	729823	Y	rs1750231	Uric Acid	RENAL	MLL3	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		58508
rs465353	chr21	735474	Y	rs1750231	Triglycerides	METABOLIC	MLL3	Sekar Kathiresan et al. BMC medical genetics 2007	17903299	0.00		58508
rs465353	chr21	744522	Y	rs240444	Mental Disorders	PSYCH	MLL3	Ke-Sheng Wang et al. Schizophrenia research 2010	20889312	0.00		58508
rs13049227	chr21	719188	Y	rs2827269	Glucose	METABOLIC	NCAM2		0	0.00		4685
rs13049227	chr21	720766	Y	rs2212382	Hemoglobins	HEMATOLOGICAL	NCAM2		0	0.00		4685
rs13049227	chr21	745669	Y	rs2827312	Alcoholism	CHEMDEPENDENCY	NCAM2	Andrew C Heath et al. Biological psychiatry 2011	21529783	0.00		4685
rs13049227	chr21	727174	Y	rs2827338	Triglycerides	METABOLIC	NCAM2		0	0.00		4685
rs13049227	chr21	723818	Y	rs1007436	Metabolism	METABOLIC	NCAM2		0	0.00		4685
rs13049227	chr21	729823	Y	rs1750231	Uric Acid	RENAL	MLL3	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		58508
rs13049227	chr21	735474	Y	rs1750231	Triglycerides	METABOLIC	MLL3	Sekar Kathiresan et al. BMC medical genetics 2007	17903299	0.00		58508
rs13049227	chr21	744522	Y	rs240444	Mental Disorders	PSYCH	MLL3	Ke-Sheng Wang et al. Schizophrenia research 2010	20889312	0.00		58508
rs13049227	chr21	740091	Y	rs12483298	Amyotrophic Lateral Sclerosis	NEUROLOGICAL	NCAM2	Simon Cronin et al. Human molecular genetics 2008	18057069	0.00		4685
rs13049227	chr21	711870	Y	rs4605456	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs13049227	chr21	711777	Y	rs8127865	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs13049227	chr21	711825	Y	rs2218433	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs13049227	chr21	711877	Y	rs7279496	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs13049227	chr21	711841	Y	rs8126935	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs13049227	chr21	745739	Y	rs11088859	Obesity	METABOLIC	NCAM2	Kai Wang et al. PloS one 2011	21552555	0.00		4685
rs13049227	chr21	723574	Y	rs2826803	Macular Degeneration	VISION	NCAM2		0	0.00		4685
rs13049227	chr21	735076	Y	rs2826851	Lipids	METABOLIC	NCAM2	Sekar Kathiresan et al. BMC medical genetics 2007	17903299	0.00		4685
rs13049227	chr21	735678	Y	rs2826851	Triglycerides	METABOLIC	NCAM2	Sekar Kathiresan et al. BMC medical genetics 2007	17903299	0.00		4685
rs13049227	chr21	721007	Y	rs233783	Hypertrophy, Left Ventricular	CARDIOVASCULAR	NCAM2		0	0.00		4685
rs13049227	chr21	744296	Y	rs2826891	Longevity	AGING	NCAM2	Anatoliy I Yashin et al. Aging 2010	20834067	0.00		4685
rs13049227	chr21	718439	Y	rs1785683	Erythrocyte Count	HEMATOLOGICAL	NCAM2		0	0.00		4685
rs13049227	chr21	721038	Y	rs2223148	Hypertrophy, Left Ventricular	CARDIOVASCULAR	NCAM2		0	0.00		4685
rs13049227	chr21	721036	Y	rs2826940	Hypertrophy, Left Ventricular	CARDIOVASCULAR	NCAM2		0	0.00		4685
rs13049227	chr21	721072	Y	rs2826942	Hypertrophy, Left Ventricular	CARDIOVASCULAR	NCAM2		0	0.00		4685
rs11700615	chr21	729823	Y	rs1750231	Uric Acid	RENAL	MLL3	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		58508
rs11700615	chr21	735474	Y	rs1750231	Triglycerides	METABOLIC	MLL3	Sekar Kathiresan et al. BMC medical genetics 2007	17903299	0.00		58508
rs11700615	chr21	744522	Y	rs240444	Mental Disorders	PSYCH	MLL3	Ke-Sheng Wang et al. Schizophrenia research 2010	20889312	0.00		58508
rs11700615	chr21	740091	Y	rs12483298	Amyotrophic Lateral Sclerosis	NEUROLOGICAL	NCAM2	Simon Cronin et al. Human molecular genetics 2008	18057069	0.00		4685
rs11700615	chr21	711870	Y	rs4605456	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs11700615	chr21	711777	Y	rs8127865	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs11700615	chr21	711825	Y	rs2218433	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs11700615	chr21	711877	Y	rs7279496	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs11700615	chr21	711841	Y	rs8126935	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs11700615	chr21	745739	Y	rs11088859	Obesity	METABOLIC	NCAM2	Kai Wang et al. PloS one 2011	21552555	0.00		4685
rs11700615	chr21	723574	Y	rs2826803	Macular Degeneration	VISION	NCAM2		0	0.00		4685
rs11700615	chr21	735076	Y	rs2826851	Lipids	METABOLIC	NCAM2	Sekar Kathiresan et al. BMC medical genetics 2007	17903299	0.00		4685
rs11700615	chr21	735678	Y	rs2826851	Triglycerides	METABOLIC	NCAM2	Sekar Kathiresan et al. BMC medical genetics 2007	17903299	0.00		4685
rs11700615	chr21	721007	Y	rs233783	Hypertrophy, Left Ventricular	CARDIOVASCULAR	NCAM2		0	0.00		4685
rs11700615	chr21	744296	Y	rs2826891	Longevity	AGING	NCAM2	Anatoliy I Yashin et al. Aging 2010	20834067	0.00		4685
rs11700615	chr21	718439	Y	rs1785683	Erythrocyte Count	HEMATOLOGICAL	NCAM2		0	0.00		4685
rs11700615	chr21	721038	Y	rs2223148	Hypertrophy, Left Ventricular	CARDIOVASCULAR	NCAM2		0	0.00		4685
rs11700615	chr21	721036	Y	rs2826940	Hypertrophy, Left Ventricular	CARDIOVASCULAR	NCAM2		0	0.00		4685
rs11700615	chr21	721072	Y	rs2826942	Hypertrophy, Left Ventricular	CARDIOVASCULAR	NCAM2		0	0.00		4685
rs11700615	chr21	719188	Y	rs2827269	Glucose	METABOLIC	NCAM2		0	0.00		4685
rs11700615	chr21	720766	Y	rs2212382	Hemoglobins	HEMATOLOGICAL	NCAM2		0	0.00		4685
rs11700615	chr21	745669	Y	rs2827312	Alcoholism	CHEMDEPENDENCY	NCAM2	Andrew C Heath et al. Biological psychiatry 2011	21529783	0.00		4685
rs11700615	chr21	727174	Y	rs2827338	Triglycerides	METABOLIC	NCAM2		0	0.00		4685
rs11700615	chr21	723818	Y	rs1007436	Metabolism	METABOLIC	NCAM2		0	0.00		4685
rs11700615	chr21	671410			Tobacco Use Disorder	CHEMDEPENDENCY	TIAM1	Rose J  et al.  2010	20379614			7074
rs11700615	chr21	560191	N		coronary spastic angina	CARDIOVASCULAR	TIAM1	Mikito Takefuji  , et al.  Journal of human genetics  2010 55(1):42-9	19911011			7074
rs11700615	chr21	732241	Y	rs2833362	Hip	METABOLIC	TIAM1	Douglas P Kiel et al. BMC medical genetics 2007	17903296	0.00		7074
rs11700615	chr21	724831	Y	rs2268225	Neuroblastoma	CANCER	TIAM1		0	0.00		7074
rs11700615	chr21	746982	Y	rs580140	Obesity	METABOLIC	TIAM1	Meredith C Foster et al. BMC medical genetics 2012	22044751	0.00		7074
rs2154420	chr21	729823	Y	rs1750231	Uric Acid	RENAL	MLL3	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		58508
rs2154420	chr21	735474	Y	rs1750231	Triglycerides	METABOLIC	MLL3	Sekar Kathiresan et al. BMC medical genetics 2007	17903299	0.00		58508
rs2154420	chr21	744522	Y	rs240444	Mental Disorders	PSYCH	MLL3	Ke-Sheng Wang et al. Schizophrenia research 2010	20889312	0.00		58508
rs2154420	chr21	740091	Y	rs12483298	Amyotrophic Lateral Sclerosis	NEUROLOGICAL	NCAM2	Simon Cronin et al. Human molecular genetics 2008	18057069	0.00		4685
rs2154420	chr21	711870	Y	rs4605456	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs2154420	chr21	711777	Y	rs8127865	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs2154420	chr21	711825	Y	rs2218433	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs2154420	chr21	711877	Y	rs7279496	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs2154420	chr21	711841	Y	rs8126935	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs2154420	chr21	745739	Y	rs11088859	Obesity	METABOLIC	NCAM2	Kai Wang et al. PloS one 2011	21552555	0.00		4685
rs2154420	chr21	723574	Y	rs2826803	Macular Degeneration	VISION	NCAM2		0	0.00		4685
rs2154420	chr21	735076	Y	rs2826851	Lipids	METABOLIC	NCAM2	Sekar Kathiresan et al. BMC medical genetics 2007	17903299	0.00		4685
rs2154420	chr21	735678	Y	rs2826851	Triglycerides	METABOLIC	NCAM2	Sekar Kathiresan et al. BMC medical genetics 2007	17903299	0.00		4685
rs2154420	chr21	721007	Y	rs233783	Hypertrophy, Left Ventricular	CARDIOVASCULAR	NCAM2		0	0.00		4685
rs2154420	chr21	744296	Y	rs2826891	Longevity	AGING	NCAM2	Anatoliy I Yashin et al. Aging 2010	20834067	0.00		4685
rs2154420	chr21	718439	Y	rs1785683	Erythrocyte Count	HEMATOLOGICAL	NCAM2		0	0.00		4685
rs2154420	chr21	721038	Y	rs2223148	Hypertrophy, Left Ventricular	CARDIOVASCULAR	NCAM2		0	0.00		4685
rs2154420	chr21	721036	Y	rs2826940	Hypertrophy, Left Ventricular	CARDIOVASCULAR	NCAM2		0	0.00		4685
rs2154420	chr21	721072	Y	rs2826942	Hypertrophy, Left Ventricular	CARDIOVASCULAR	NCAM2		0	0.00		4685
rs2154420	chr21	719188	Y	rs2827269	Glucose	METABOLIC	NCAM2		0	0.00		4685
rs2154420	chr21	720766	Y	rs2212382	Hemoglobins	HEMATOLOGICAL	NCAM2		0	0.00		4685
rs2154420	chr21	745669	Y	rs2827312	Alcoholism	CHEMDEPENDENCY	NCAM2	Andrew C Heath et al. Biological psychiatry 2011	21529783	0.00		4685
rs2154420	chr21	727174	Y	rs2827338	Triglycerides	METABOLIC	NCAM2		0	0.00		4685
rs2154420	chr21	723818	Y	rs1007436	Metabolism	METABOLIC	NCAM2		0	0.00		4685
rs2154420	chr21	673370			Tobacco Use Disorder	CHEMDEPENDENCY	C21ORF63	Rose J  et al.  2010	20379614			59271
rs2154420	chr21	724246	Y	rs2833836	Myocardial Infarction	CARDIOVASCULAR	C21orf63		0	0.00		59271
rs41513350	chr21	729823	Y	rs1750231	Uric Acid	RENAL	MLL3	Shih-Jen Hwang et al. BMC medical genetics 2007	17903292	0.00		58508
rs41513350	chr21	735474	Y	rs1750231	Triglycerides	METABOLIC	MLL3	Sekar Kathiresan et al. BMC medical genetics 2007	17903299	0.00		58508
rs41513350	chr21	744522	Y	rs240444	Mental Disorders	PSYCH	MLL3	Ke-Sheng Wang et al. Schizophrenia research 2010	20889312	0.00		58508
rs41513350	chr21	740091	Y	rs12483298	Amyotrophic Lateral Sclerosis	NEUROLOGICAL	NCAM2	Simon Cronin et al. Human molecular genetics 2008	18057069	0.00		4685
rs41513350	chr21	711870	Y	rs4605456	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs41513350	chr21	711777	Y	rs8127865	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs41513350	chr21	711825	Y	rs2218433	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs41513350	chr21	711877	Y	rs7279496	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs41513350	chr21	711841	Y	rs8126935	Alcoholism	CHEMDEPENDENCY	NCAM2		0	0.00		4685
rs41513350	chr21	745739	Y	rs11088859	Obesity	METABOLIC	NCAM2	Kai Wang et al. PloS one 2011	21552555	0.00		4685
rs41513350	chr21	723574	Y	rs2826803	Macular Degeneration	VISION	NCAM2		0	0.00		4685
rs41513350	chr21	735076	Y	rs2826851	Lipids	METABOLIC	NCAM2	Sekar Kathiresan et al. BMC medical genetics 2007	17903299	0.00		4685
rs41513350	chr21	735678	Y	rs2826851	Triglycerides	METABOLIC	NCAM2	Sekar Kathiresan et al. BMC medical genetics 2007	17903299	0.00		4685
rs41513350	chr21	721007	Y	rs233783	Hypertrophy, Left Ventricular	CARDIOVASCULAR	NCAM2		0	0.00		4685
rs41513350	chr21	744296	Y	rs2826891	Longevity	AGING	NCAM2	Anatoliy I Yashin et al. Aging 2010	20834067	0.00		4685
rs41513350	chr21	718439	Y	rs1785683	Erythrocyte Count	HEMATOLOGICAL	NCAM2		0	0.00		4685
rs41513350	chr21	721038	Y	rs2223148	Hypertrophy, Left Ventricular	CARDIOVASCULAR	NCAM2		0	0.00		4685
rs41513350	chr21	721036	Y	rs2826940	Hypertrophy, Left Ventricular	CARDIOVASCULAR	NCAM2		0	0.00		4685
rs41513350	chr21	721072	Y	rs2826942	Hypertrophy, Left Ventricular	CARDIOVASCULAR	NCAM2		0	0.00		4685
rs41513350	chr21	719188	Y	rs2827269	Glucose	METABOLIC	NCAM2		0	0.00		4685
rs41513350	chr21	720766	Y	rs2212382	Hemoglobins	HEMATOLOGICAL	NCAM2		0	0.00		4685
rs41513350	chr21	745669	Y	rs2827312	Alcoholism	CHEMDEPENDENCY	NCAM2	Andrew C Heath et al. Biological psychiatry 2011	21529783	0.00		4685
rs41513350	chr21	727174	Y	rs2827338	Triglycerides	METABOLIC	NCAM2		0	0.00		4685
rs41513350	chr21	723818	Y	rs1007436	Metabolism	METABOLIC	NCAM2		0	0.00		4685
rs41513350	chr21	664851			Arthritis, Rheumatoid	IMMUNE	RUNX1	K  Komlosi   et al.  2008	18328148			861
rs41513350	chr21	664852			Arthritis, Rheumatoid	IMMUNE	RUNX1	Yoichiro Takata  et al.  2008	18087673			861
rs41513350	chr21	669032			Leukemia, Myelomonocytic, Chronic	CANCER	RUNX1	Gelsi-Boyer V  et al.  2010	20880116			861
rs41513350	chr21	669033			prostate cancer	CANCER	RUNX1	Huang SP  et al.  2011	20735389			861
rs41513350	chr21	669034			Leukemia, Myeloid, Acute|Myelodysplastic Syndromes|Preleukemia	CANCER	RUNX1	Rocquain J  et al.  2011	20678218			861
rs41513350	chr21	669035	N		Type 2 Diabetes| edema | rosiglitazone	PHARMACOGENOMIC	RUNX1	Bailey SD  et al.  2010	20628086			861
